"","lng","lat"
"803",-118.157852,33.911043
"804",-118.280057,33.816436
"805",-118.190968,33.859769
"806",-118.153225,33.8953653
"807",-118.176145,33.857869
"808",-118.1527263,33.7708681
"809",-118.0831212,33.8658484
"810",-118.096984,33.818459
"811",-118.2610509,33.9961563
"812",-118.179621,33.874304
"813",-117.375097,34.4071209
"814",-118.2512903,33.848052
"815",-118.264049,34.123585
"816",-118.17906,33.894567
"817",-118.0228706,33.9214984
"818",-118.3217247,33.8470879
"819",-116.995837,33.938507
"820",-118.295369,33.803961
"821",-118.326297,33.8202363
"822",-118.308,33.829921
"823",-118.002023,33.813375
"824",-118.210372,33.823036
"825",-118.2672846,33.7826579
"826",-118.1816665,33.7681621
"827",-118.27157,33.791476
"828",-118.027378,33.820192
"829",-118.306038,33.714688
"830",-118.0918166,33.8695279
"831",-118.2985384,33.7926495
"832",-118.1937395,33.7700504
"833",-118.303579,33.836023
"834",-118.1675574,33.7768477
"835",-118.1717044,33.7775664
"836",-117.9940399,34.0361179
"837",-118.3089099,33.8302393
"838",-118.204276,34.0236
"839",-118.2185544,33.9477267
"840",-118.1607195,33.9076008
"841",-118.253235,33.892697
"842",-118.191269,33.864497
"843",-118.2201935,33.8282506
"844",-118.2703769,33.8220601
"845",-118.1950303,33.9416674
"846",-118.31842,33.862792
"847",-118.1209629,33.873488
"848",-118.2667133,33.8385161
"849",-118.266028,33.824835
"850",-118.2470817,33.8517725
"851",-117.900299,33.909435
"852",-118.272104,33.781702
"853",-117.986048,33.719587
"854",-87.313895,36.622608
"855",-118.1615492,33.8941204
"856",-118.119594,33.854107
"857",-117.9242966,33.8703596
"858",-118.246079,33.931376
"859",-117.9434149,33.7509563
"860",-118.182426,33.865334
"861",-118.2779821,33.8276237
"862",-117.3757638,34.4152864
"863",-118.254612,33.889429
"864",-118.3280891,33.9033058
"865",-118.15128,33.92613
"866",-117.887541,33.870345
"867",-118.5338069,34.2307729
"868",-117.8787612,33.8897284
"869",-118.1837162,33.7985873
"870",-118.204947,33.866867
"871",-118.455712,34.255118
"872",-117.552761,33.9700879
"873",-117.186488,33.683006
"874",-118.026387,33.794384
"875",-118.1558019,33.8712386
"876",-117.963415,33.670064
"877",-118.232755,33.891646
"878",-118.318068,33.8271299
"879",-117.902534,33.836623
"880",-118.142303,33.798305
"881",-117.168498,33.669474
"882",-118.3072495,33.8290538
"883",-118.3086582,33.7938012
"884",-118.146574,33.7715423
"885",-118.318969,33.796538
"886",-118.040937,33.737381
"887",-118.357091,33.859315
"888",-118.3083568,33.7853661
"889",-118.1503113,33.9172712
