"","X","lon","lat","job"
"127",129,-117.534761,34.147643,"Machinist/Millwright/Mechanic"
"128",130,-118.267398,33.816639,"Machinist/Millwright/Mechanic"
"129",131,-117.859553,33.905113,"Machinist/Millwright/Mechanic"
"130",132,-117.283262,34.411564,"Machinist/Millwright/Mechanic"
"131",133,-118.098585,33.7843728,"Machinist/Millwright/Mechanic"
"132",134,-118.001383,33.827312,"Machinist/Millwright/Mechanic"
"133",135,-118.19923,33.864794,"Machinist/Millwright/Mechanic"
"134",136,-118.31652,33.797114,"Machinist/Millwright/Mechanic"
"135",137,-117.897033,33.826489,"Machinist/Millwright/Mechanic"
"136",138,-117.534711,34.148116,"Machinist/Millwright/Mechanic"
"137",139,-118.382973,33.957866,"Machinist/Millwright/Mechanic"
"138",140,-118.2628104,33.9108727,"Machinist/Millwright/Mechanic"
"139",141,-118.3699674,33.8874399,"Machinist/Millwright/Mechanic"
"140",142,-118.190134,33.849398,"Machinist/Millwright/Mechanic"
"141",143,-118.347179,33.903317,"Machinist/Millwright/Mechanic"
"142",144,-118.236749,33.85672,"Machinist/Millwright/Mechanic"
"143",145,-118.1837778,33.8578521,"Machinist/Millwright/Mechanic"
"144",146,-117.836096,33.8714286,"Machinist/Millwright/Mechanic"
"145",147,-118.3192473,33.8205391,"Machinist/Millwright/Mechanic"
"146",148,-96.4363096,32.8992706,"Machinist/Millwright/Mechanic"
"147",149,-118.3078084,33.8277704,"Machinist/Millwright/Mechanic"
"148",150,-118.2910697,33.9028561,"Machinist/Millwright/Mechanic"
"149",151,-118.3717778,33.8754852,"Machinist/Millwright/Mechanic"
"150",152,-117.968643,33.763177,"Machinist/Millwright/Mechanic"
"151",153,-118.530373,34.177241,"Machinist/Millwright/Mechanic"
"152",154,-118.337564,33.89582,"Machinist/Millwright/Mechanic"
"153",155,-118.2887946,33.7294755,"Machinist/Millwright/Mechanic"
"154",156,-118.318193,33.755877,"Machinist/Millwright/Mechanic"
"155",157,-118.305359,33.735836,"Machinist/Millwright/Mechanic"
"156",158,-118.275498,33.828321,"Machinist/Millwright/Mechanic"
"157",159,-118.1837162,33.7985873,"Machinist/Millwright/Mechanic"
"158",160,-117.800337,33.6719606,"Machinist/Millwright/Mechanic"
"159",161,-118.28947,33.727623,"Machinist/Millwright/Mechanic"
"160",162,-118.005976,33.8289668,"Machinist/Millwright/Mechanic"
"161",163,-118.2914884,33.7085166,"Machinist/Millwright/Mechanic"
"162",164,-117.6916911,33.4680223,"Machinist/Millwright/Mechanic"
"163",165,-118.1781908,33.9634772,"Machinist/Millwright/Mechanic"
"164",166,-117.0328537,34.0317911,"Machinist/Millwright/Mechanic"
"165",167,-118.1206023,33.7708644,"Machinist/Millwright/Mechanic"
"166",168,-117.846863,33.793114,"Machinist/Millwright/Mechanic"
"167",169,-118.213014,33.791026,"Machinist/Millwright/Mechanic"
"168",170,-118.208762,33.818652,"Machinist/Millwright/Mechanic"
"169",171,-118.299203,33.741659,"Machinist/Millwright/Mechanic"
"170",172,-118.00875,33.838526,"Machinist/Millwright/Mechanic"
