"Respondent","Applied_Time","ApplicantID","how_hear","Applicant","app_day"
693,2017-10-20 15:28:43,"L3629","Recruiting organization","Yes",16.6449421296296
694,2017-10-20 16:49:45,NA,"Indeed.com","No",16.7012152777778
695,2017-10-20 16:54:14,"B4885","Indeed.com","Yes",16.7043287037037
696,2017-10-20 17:29:23,"B2798","Personal referral","Yes",16.7287384259259
697,2017-10-20 19:09:46,"D4119","Online job site (other than Indeed)","Yes",16.7984490740741
698,2017-10-20 21:58:44,"H1325","Indeed.com","Yes",16.915787037037
699,2017-10-20 22:26:18,"Y1147","Indeed.com","Yes",16.9349305555556
700,2017-10-21 00:56:10,NA,"Online job site (other than Indeed)","No",17.0390046296296
701,2017-10-21 01:03:06,"C4398","I am currently an employee or contractor at Andeavor","Yes",17.0438194444444
702,2017-10-21 01:21:55,NA,"Indeed.com","No",17.0568865740741
703,2017-10-21 01:25:54,"A8717","Personal referral","Yes",17.0596527777778
704,2017-10-21 09:06:03,NA,"Indeed.com","No",17.3792013888889
705,2017-10-21 10:52:58,"R5444","Social media (e.g. Facebook or Twitter)","Yes",17.4534490740741
706,2017-10-21 13:44:10,"W5979","Social media (e.g. Facebook or Twitter)","Yes",17.572337962963
708,2017-10-21 19:29:20,"R3415","Social media (e.g. Facebook or Twitter)","Yes",17.812037037037
709,2017-10-21 19:39:18,"B5671","Indeed.com","Yes",17.8189583333333
710,2017-10-21 23:20:24,NA,"Andeavor employee","No",17.9725
711,2017-10-21 23:31:39,"H3280","Personal referral","Yes",17.9803125
712,2017-10-22 15:07:50,"S3074","Indeed.com","Yes",18.6304398148148
713,2017-10-22 20:32:38,"V5719","Indeed.com","Yes",18.8559953703704
714,2017-10-22 21:31:42,"F4529","Andeavor employee","Yes",18.8970138888889
715,2017-10-22 22:47:05,"R5240","Indeed.com","Yes",18.9493634259259
716,2017-10-23 00:33:37,"H3973","Indeed.com","Yes",19.0233449074074
717,2017-10-23 00:44:10,"L3993","I am currently an employee or contractor at Andeavor","Yes",19.0306712962963
718,2017-10-23 01:18:31,"S9051","Social media (e.g. Facebook or Twitter)","Yes",19.054525462963
719,2017-10-23 07:04:36,NA,"Andeavor employee","No",19.2948611111111
720,2017-10-23 12:56:33,"A3984","Indeed.com","Yes",19.5392708333333
721,2017-10-23 13:36:41,"G8658","Online job site (other than Indeed)","Yes",19.5671412037037
722,2017-10-23 15:15:24,"C9207","Andeavor website or mailing","Yes",19.6356944444444
723,2017-10-23 15:42:07,"W9439","Personal referral","Yes",19.6542476851852
724,2017-10-23 15:58:58,"F4851","I am currently an employee or contractor at Andeavor","Yes",19.6659490740741
725,2017-10-23 16:15:28,"C2248","Indeed.com","Yes",19.6774074074074
726,2017-10-23 16:19:29,"A2964","Personal referral","Yes",19.6801967592593
728,2017-10-23 23:05:03,"H3050","Andeavor employee","Yes",19.9618402777778
729,2017-10-23 23:19:41,NA,"Personal referral","No",19.9720023148148
730,2017-10-23 23:24:24,"K4733","Indeed.com","Yes",19.9752777777778
731,2017-10-24 02:12:30,"M2151","Personal referral","Yes",20.0920138888889
733,2017-10-24 12:04:41,"R5186","Indeed.com","Yes",20.5032523148148
734,2017-10-24 14:10:26,"H2591","Personal referral","Yes",20.5905787037037
735,2017-10-24 18:18:33,"H5822","Indeed.com","Yes",20.7628819444444
736,2017-10-24 18:33:08,"G9890","Indeed.com","Yes",20.7730092592593
737,2017-10-24 18:39:22,NA,"Personal referral","No",20.777337962963
738,2017-10-24 19:12:42,"L2998","Personal referral","Yes",20.8004861111111
739,2017-10-24 19:35:46,"L9847","Personal referral","Yes",20.8165046296296
740,2017-10-24 20:32:19,"H8834","I am currently an employee or contractor at Andeavor","Yes",20.855775462963
741,2017-10-24 23:12:19,"A5461","Indeed.com","Yes",20.9668865740741
742,2017-10-24 23:22:44,"E5485","Indeed.com","Yes",20.9741203703704
743,2017-10-24 23:57:14,"R1094","Indeed.com","Yes",20.9980787037037
744,2017-10-25 00:22:10,"D7511","Indeed.com","Yes",21.0153935185185
745,2017-10-25 00:55:41,NA,"Indeed.com","No",21.0386689814815
746,2017-10-25 02:02:32,"W0724","Indeed.com","Yes",21.0850925925926
747,2017-10-25 10:12:48,"B2624","Andeavor website or mailing","Yes",21.4255555555556
748,2017-10-25 11:47:25,"B7169","Personal referral","Yes",21.4912615740741
749,2017-10-25 12:19:46,"A6481","Indeed.com","Yes",21.5137268518519
751,2017-10-25 15:24:56,"G7805","Indeed.com","Yes",21.6423148148148
752,2017-10-25 16:14:24,NA,"Indeed.com","No",21.6766666666667
753,2017-10-25 18:58:11,"T9774","Indeed.com","Yes",21.7904050925926
754,2017-10-25 19:09:01,NA,"Indeed.com","No",21.7979282407407
755,2017-10-25 19:18:05,"S5522","Indeed.com","Yes",21.804224537037
756,2017-10-25 19:29:52,"G0055","Andeavor employee","Yes",21.8124074074074
757,2017-10-25 20:09:02,"F5519","Andeavor employee","Yes",21.8396064814815
758,2017-10-25 21:10:29,"C5917","Indeed.com","Yes",21.8822800925926
759,2017-10-25 23:25:40,"G4173","Personal referral","Yes",21.9761574074074
760,2017-10-25 23:36:43,NA,"Indeed.com","No",21.9838310185185
761,2017-10-26 00:31:25,NA,"Indeed.com","No",22.0218171296296
762,2017-10-26 05:41:38,"S5826","Social media (e.g. Facebook or Twitter)","Yes",22.2372453703704
763,2017-10-26 11:38:59,"R0552","Indeed.com","Yes",22.4854050925926
764,2017-10-26 12:14:28,"S4736","Andeavor website or mailing","Yes",22.5100462962963
765,2017-10-26 13:25:11,"H6603","Andeavor employee","Yes",22.5591550925926
766,2017-10-26 14:37:04,NA,"Indeed.com","No",22.6090740740741
767,2017-10-26 14:43:40,"O3521","Personal referral","Yes",22.6136574074074
768,2017-10-26 16:01:36,NA,"Social media (e.g. Facebook or Twitter)","No",22.6677777777778
769,2017-10-26 16:04:53,NA,"Social media (e.g. Facebook or Twitter)","No",22.6700578703704
770,2017-10-26 16:28:34,"L2099","Indeed.com","Yes",22.6865046296296
771,2017-10-26 17:31:37,"P3631","Indeed.com","Yes",22.7302893518519
772,2017-10-26 17:35:24,"P8869","Personal referral","Yes",22.7329166666667
773,2017-10-26 19:27:51,NA,"Indeed.com","No",22.8110069444444
774,2017-10-26 22:56:04,"S2044","Indeed.com","Yes",22.9556018518519
775,2017-10-27 00:37:37,"H7188","Indeed.com","Yes",23.0261226851852
776,2017-10-27 01:36:06,NA,"Personal referral","No",23.0667361111111
777,2017-10-27 11:15:39,"B1307","Indeed.com","Yes",23.4692013888889
779,2017-10-27 14:04:18,NA,"Indeed.com","No",23.5863194444444
780,2017-10-27 14:23:58,NA,"Don't remember","No",23.5999768518519
781,2017-10-27 15:27:58,"W2227","Don't remember","Yes",23.6444212962963
782,2017-10-27 16:06:01,"M5451","Personal referral","Yes",23.6708449074074
783,2017-10-27 17:43:45,"M1049","Don't remember","Yes",23.7387152777778
784,2017-10-27 18:39:07,"M9361","Indeed.com","Yes",23.7771643518519
785,2017-10-27 19:53:33,"S8886","Personal referral","Yes",23.8288541666667
786,2017-10-28 00:48:53,"M4681","I am currently an employee or contractor at Andeavor","Yes",24.0339467592593
